,NO,CODE,NAME,geometry,simetra_workers_count,workers_count,combined_workers_count,base_mre,combined_mre
303,304,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ°ÑÐ¸Ð¼Ð°Ð½Ð¾Ð²,"POLYGON ((5327824.943430794 5888226.056239717, 5327696.549524607 5888925.803028433, 5327610.98771921 5889110.759985007, 5328200.495606389 5889487.526368004, 5329524.705915756 5890550.213689267, 5330068.089282273 5889765.720520491, 5330384.470407057 5888906.638756492, 5330517.853420925 5888424.681262177, 5329800.933636317 5888121.808510072, 5329788.321138011 5888116.292981154, 5329713.4921763 5888099.6815267885, 5329586.476637306 5887982.201807379, 5329523.336222127 5887883.1028371, 5329532.464420373 5887832.393926497, 5329604.877749134 5887749.923630995, 5329586.554560948 5887683.269901095, 5329581.122169798 5887669.935971653, 5329575.834493985 5887653.617345934, 5329572.862263582 5887640.29968284, 5329576.513542879 5887639.115531067, 5329575.133181193 5887628.295959984, 5329569.667394196 5887593.209496717, 5329569.444755214 5887592.511986392, 5329559.860147056 5887550.612804894, 5329560.383348663 5887543.053779141, 5329560.105049935 5887540.539512364, 5329557.923187916 5887537.6683827955, 5329552.123442446 5887539.176942283, 5329548.026885185 5887523.718275114, 5329553.114185915 5887522.842338859, 5329548.149336625 5887503.458216379, 5329544.631640716 5887490.254328194, 5329544.331078091 5887486.637050256, 5329543.819008433 5887483.555065746, 5329541.8709173445 5887457.455566676, 5329540.657534895 5887444.965467194, 5329544.308814192 5887444.705932845, 5329553.659651418 5887442.175473374, 5329553.648519471 5887440.27762925, 5329553.670783368 5887425.046228462, 5329536.817012462 5887425.954596668, 5329533.121205368 5887392.21526924, 5329530.271426404 5887352.214869419, 5329571.826992316 5887346.537617396, 5329589.626978895 5887343.536785677, 5329602.117025762 5887333.350186183, 5329649.249698163 5887319.384182868, 5329723.844888945 5887307.818856656, 5329782.231961865 5887301.784779465, 5329783.122517791 5887301.363043045, 5330035.1387129985 5887272.798557956, 5330098.624218597 5887248.840796383, 5330164.180266726 5887237.291783719, 5330237.428491668 5887250.105998134, 5330927.208584419 5887297.778284272, 5331084.803587535 5886990.905656747, 5331303.61317864 5886564.782672395, 5330475.084472562 5886796.380670689, 5330463.529509419 5886789.779256411, 5330422.185450538 5886758.118488445, 5330422.864499432 5886741.477167503, 5330358.989375615 5886753.155284157, 5330348.514211532 5886755.052979583, 5330343.293327412 5886739.222643996, 5330340.643923531 5886732.491516112, 5330336.213407799 5886721.316233272, 5330330.447058175 5886704.739860276, 5330315.185155987 5886696.467905041, 5330309.6303133955 5886696.532783089, 5330298.887982534 5886696.6625391925, 5330289.75978429 5886698.722417558, 5330281.622329513 5886701.836565295, 5330274.28637507 5886707.010594451, 5330270.601699924 5886712.509017496, 5330268.96530341 5886714.925729597, 5330267.02834427 5886720.813426971, 5330254.649616892 5886758.037390311, 5330256.130166121 5886768.32063941, 5329790.258097151 5886510.659139181, 5329205.830770486 5886440.495295736, 5329055.438138424 5886570.897338892, 5328984.048948979 5886616.635828275, 5328983.403295933 5886616.830460658, 5328961.751654974 5886642.538192069, 5328961.30637701 5886642.311120295, 5328935.981192854 5886645.117079065, 5328913.160697241 5886659.211764151, 5328912.33693301 5886659.94163914, 5328883.961594807 5886663.039553656, 5328801.807810602 5886687.628275228, 5328528.440537061 5886800.22473977, 5328504.339867304 5886790.865975375, 5328448.89162894 5886769.31003783, 5328431.069378464 5886762.432910142, 5328410.942814527 5886754.550171352, 5328347.089954609 5886729.717968528, 5328303.474978116 5886712.817188799, 5328293.255848861 5886708.8434017515, 5328281.67862182 5886704.350591619, 5328270.201582318 5886697.408636813, 5328255.529673431 5886679.891579016, 5328221.243270268 5886623.610157902, 5328227.209994974 5886609.758820307, 5328387.487797818 5886519.449933064, 5328392.486042955 5886527.12161094, 5328408.883403949 5886521.493550617, 5328419.737054301 5886517.779357167, 5328415.462385855 5886493.142454399, 5328399.209740199 5886447.777647277, 5328377.713946526 5886457.314455323, 5328345.052807927 5886412.452622116, 5328320.495728259 5886378.73341265, 5328307.393424192 5886383.128742367, 5328299.389552804 5886369.845446364, 5328297.474857562 5886366.796292123, 5328304.877603699 5886349.231238073, 5328296.027704183 5886350.171932598, 5328289.482118124 5886346.814626743, 5328287.756666016 5886346.993034264, 5328287.734402118 5886345.630649619, 5328286.198193146 5886345.76040053, 5328282.246351222 5886345.955026897, 5328281.656357922 5886346.084777813, 5328281.233343857 5886346.198309862, 5328280.6990102995 5886346.344279646, 5328279.151669378 5886346.749751277, 5328278.717523364 5886345.079208274, 5328277.225842187 5886339.483702478, 5328275.85661245 5886334.277452466, 5328274.042104751 5886327.384447079, 5328273.596826788 5886325.827439554, 5328272.817590351 5886322.82695708, 5328268.709901141 5886328.308920428, 5328263.17732245 5886335.704710731, 5328253.158568278 5886349.133924848, 5328241.136063272 5886365.2230587015, 5328233.688789338 5886375.197687756, 5328236.839130928 5886381.39331672, 5328237.596103464 5886382.885458378, 5328215.721823525 5886397.417633913, 5328202.931214032 5886405.916372729, 5328166.897094862 5886422.751685006, 5328170.325735178 5886429.579889271, 5328081.125427206 5886474.6040011095, 5328060.464529715 5886456.844102301, 5327929.0852666795 5886381.539287087, 5327794.310759177 5886328.114294452, 5327824.943430794 5886711.008146707, 5327824.943430794 5888226.056239717))",,242.0,256.14940177103085,0.90936329588015,0.9040638944677786
304,305,,ÐÐ°ÑÐ¸Ð½ÑÐºÐ¸Ð¹ ÑÐµÐ»ÑÑÐ¾Ð²ÐµÑ,"POLYGON ((5216261.643141034 5797289.029185928, 5215935.989102667 5795331.472625426, 5215610.502043537 5793374.316736015, 5214226.823036875 5793898.079734259, 5214688.253458162 5796661.801711623, 5214815.747670968 5797396.523035845, 5214997.55466333 5798679.45332394, 5215579.911447466 5802113.633705449, 5215584.375359048 5802181.458281054, 5215706.125486129 5802859.6362444265, 5215875.39790383 5803828.942323101, 5216083.287052886 5803826.355437518, 5219052.801261491 5803788.917985565, 5225960.253588857 5803734.899074515, 5226713.25202043 5803766.985818009, 5231279.33262989 5804537.552514357, 5232966.056686339 5804759.129379805, 5236301.077311015 5805159.376606331, 5238682.056503744 5805973.055822012, 5241205.27974181 5806831.862620089, 5243599.461426148 5807205.553356984, 5246671.044475862 5807654.601063982, 5248283.585223646 5807782.651993927, 5248900.105959507 5807686.798480794, 5253485.177674096 5806921.679400048, 5255133.5966937635 5806645.899137887, 5255004.3658969 5805371.599993587, 5255047.068053569 5805364.336167853, 5255015.920860045 5805233.941868555, 5254973.886620321 5805097.941087887, 5254923.570210484 5804967.390019508, 5254633.961423236 5804382.794273081, 5253776.868135822 5802597.7667005705, 5253830.19487867 5802581.652354676, 5253767.739573141 5802456.720136596, 5253687.493381773 5802334.745925717, 5253596.012723615 5802240.055419903, 5253485.2729795305 5802153.3895332245, 5253344.0396827245 5802077.958113341, 5253178.73252851 5802028.205474691, 5253027.86968874 5802012.156236422, 5250467.21372223 5802177.463390639, 5250362.893673454 5802167.833847672, 5250215.24068134 5802134.130447299, 5250015.427664837 5802052.680563063, 5249050.065982694 5801568.394798164, 5248937.721314782 5801488.148606799, 5248860.68497107 5801413.519648827, 5248785.253551185 5801318.026681101, 5248717.044288522 5801199.262317879, 5248665.686726047 5801070.065949779, 5248578.177243024 5800715.305763528, 5248548.69259097 5800707.378894757, 5248226.266817836 5799412.559558858, 5248233.035042876 5798018.47163357, 5248249.232028787 5796136.847751302, 5248275.503428615 5794863.001786256, 5247701.373154848 5793814.204954938, 5246386.31148231 5791407.324492127, 5246536.748642169 5792954.301578513, 5246609.228762626 5793715.5174882235, 5246791.280657867 5795454.979055107, 5246700.822439649 5796023.654168785, 5246467.7862176215 5797637.381434043, 5246369.468843354 5798397.779774844, 5246294.951576216 5798411.766089808, 5246175.717269628 5798559.964578456, 5246097.437403702 5798616.954776052, 5246018.289245747 5798659.8140872605, 5245897.774765016 5798706.431250778, 5245864.211938541 5798707.571391164, 5245368.639829428 5798677.638740147, 5244835.553051918 5798682.118996382, 5244439.033025711 5798101.294367518, 5244358.426582429 5798004.662567583, 5244081.129730862 5797949.410462164, 5243245.632424662 5798024.669663212, 5242653.835747707 5797842.616393894, 5241852.40220569 5797674.359342021, 5241766.764121423 5797517.858588487, 5241229.447203261 5797080.531767378, 5240590.629173395 5796488.397622164, 5239439.875069269 5796510.022777795, 5239189.550930322 5796524.487740631, 5238908.413556323 5796527.216981556, 5236801.258047046 5796594.597390458, 5236006.659521765 5796906.108006533, 5231309.288704863 5797669.767200887, 5230767.775041899 5797696.276412069, 5229081.028721552 5797801.318537098, 5227449.3966810955 5797529.113962252, 5225806.28760114 5797661.0485618645, 5223021.864309877 5797872.738902432, 5220529.320723475 5797228.306575448, 5220130.719022791 5797140.81986624, 5216261.643141034 5797289.029185928))",,0.0,92.5740665916038,1.0,0.7679847955097648
305,306,,ÐÐ°ÑÐ¸Ð½ÑÐºÐ¸Ð¹ ÑÐµÐ»ÑÑÐ¾Ð²ÐµÑ,"POLYGON ((5248866.621056676 5800731.568218396, 5248677.500373767 5800742.008517955, 5248578.177243024 5800715.305763528, 5248665.686726047 5801070.065949779, 5248717.044288522 5801199.262317879, 5248785.253551185 5801318.026681101, 5248860.68497107 5801413.519648827, 5248937.721314782 5801488.148606799, 5249050.065982694 5801568.394798164, 5250015.427664837 5802052.680563063, 5250215.24068134 5802134.130447299, 5250362.893673454 5802167.833847672, 5250467.21372223 5802177.463390639, 5253027.86968874 5802012.156236422, 5253178.73252851 5802028.205474691, 5253344.0396827245 5802077.958113341, 5253485.2729795305 5802153.3895332245, 5253596.012723615 5802240.055419903, 5253687.493381773 5802334.745925717, 5253767.739573141 5802456.720136596, 5253830.19487867 5802581.652354676, 5253908.982107495 5802557.844325358, 5254033.526353795 5802602.44172692, 5254084.544076425 5802683.7972201975, 5254413.548831465 5802510.499995601, 5254590.4355023345 5802498.820588436, 5254757.982467928 5802469.0678904895, 5254862.2109071575 5802453.806016227, 5254938.409098606 5802393.449577761, 5255151.919881947 5802404.052488957, 5255328.940136206 5802401.466020053, 5255578.295795584 5802370.492712068, 5256190.875821469 5802352.38751431, 5256694.574253412 5802335.840649037, 5257030.859303148 5802358.186956942, 5257172.368639845 5802419.828359137, 5257417.716797553 5802429.901154509, 5257689.815028899 5802407.651055647, 5257638.151653223 5802294.521815747, 5257568.009242074 5802149.746773352, 5257547.637775259 5802008.845597816, 5257391.100307305 5801856.3805557685, 5257676.779516527 5801838.549498159, 5257903.6931665605 5801830.533565952, 5258135.337894952 5801840.814522404, 5258298.46547676 5801815.529816571, 5258296.439462028 5801678.987228318, 5257378.799503571 5801638.056990055, 5256900.081165365 5801499.348583795, 5256800.082866786 5801487.236800719, 5256603.592833586 5801398.953004848, 5256278.1614342015 5801494.947217732, 5256083.541568447 5801534.238322147, 5255738.083792669 5801502.898592318, 5255470.816827223 5801538.607580843, 5255135.622708495 5801589.030909959, 5254895.573358548 5801624.48322836, 5254650.381048127 5801623.423030101, 5254196.175261794 5801602.717062257, 5253801.06899312 5801594.845915744, 5253518.874083959 5801544.294045761, 5253156.506877529 5801599.5204121135, 5252947.5601933105 5801584.308228514, 5252811.961921574 5801631.792174378, 5252636.065994172 5801711.773321071, 5252159.830080609 5801732.302842284, 5252130.653242072 5801605.11053473, 5252010.76215049 5801470.257843604, 5252053.67581419 5801296.5185619565, 5252006.576537635 5801174.360172377, 5251878.069317462 5801071.414326363, 5251746.378359853 5801068.667621025, 5251550.010778095 5800984.901549019, 5251105.500919407 5801004.931446536, 5250797.958562193 5801086.738066538, 5250466.271007424 5801068.571245413, 5250370.558509243 5801033.506655485, 5250089.476794988 5801060.299009429, 5249870.889842867 5801013.219693254, 5249494.730151527 5801050.420524162, 5249262.985235593 5801030.824212046, 5249157.821712642 5800977.657387146, 5249048.862195053 5800983.648678029, 5248961.921672743 5800925.759806698, 5248863.236944155 5800934.6422864925, 5248837.588933476 5801048.878517701, 5248796.601096967 5801042.66230688, 5248822.148920103 5800921.487224654, 5248866.621056676 5800731.568218396))",,0.0,0.0,1.0,1.0
306,307,,* Ð°Ð½ÐºÐ»Ð°Ð²,"POLYGON ((5233697.559324238 5795249.366042177, 5235880.066996834 5796623.848706908, 5236801.258047046 5796594.597390458, 5238908.413556323 5796527.216981556, 5239189.550930322 5796524.487740631, 5239439.875069269 5796510.022777795, 5240590.629173395 5796488.397622164, 5241229.447203261 5797080.531767378, 5241766.764121423 5797517.858588487, 5241852.40220569 5797674.359342021, 5242653.835747707 5797842.616393894, 5243245.632424662 5798024.669663212, 5244081.129730862 5797949.410462164, 5244358.426582429 5798004.662567583, 5244439.033025711 5798101.294367518, 5244835.553051918 5798682.118996382, 5245368.639829428 5798677.638740147, 5245864.211938541 5798707.571391164, 5245897.774765016 5798706.431250778, 5246018.289245747 5798659.8140872605, 5246097.437403702 5798616.954776052, 5246175.717269628 5798559.964578456, 5246294.951576216 5798411.766089808, 5246369.468843354 5798397.779774844, 5246467.7862176215 5797637.381434043, 5246700.822439649 5796023.654168785, 5246791.280657867 5795454.979055107, 5246609.228762626 5793715.5174882235, 5246536.748642169 5792954.301578513, 5246386.31148231 5791407.324492127, 5245000.929287439 5788959.552593755, 5243580.336737631 5788842.151879868, 5241724.017436958 5788874.409251238, 5240225.000305884 5788907.597092061, 5237198.813344515 5788979.170326161, 5234609.95613468 5789034.68730065, 5233695.1325593395 5789180.948363492, 5232917.866478775 5789272.91216566, 5232879.505782246 5789756.712348367, 5232844.139580022 5790430.2971954765, 5232714.2631301135 5792295.448153595, 5233097.447081321 5793454.785004288, 5233264.070095141 5793935.587714146, 5233402.373430503 5794338.539689454, 5233697.559324238 5795249.366042177))",,0.0,0.0,,
307,308,,ÐÐµÐ½Ð·ÐµÐ»Ð¸Ð½ÑÐºÐ¸Ð¹ ÑÐµÐ»ÑÑÐ¾Ð²ÐµÑ,"POLYGON ((5233921.255840989 5760998.303158417, 5233225.030349719 5761890.967266429, 5230363.896797352 5765565.182105325, 5234641.659925657 5775366.054570121, 5235690.04462605 5778431.675417534, 5237713.85523257 5777696.506471632, 5238980.069912546 5777228.0378800435, 5239894.581793312 5776880.246832949, 5239277.749362877 5775196.317897796, 5239298.109697743 5775188.806508469, 5239219.573796988 5774974.32619442, 5239175.17958406 5774874.919402409, 5239287.278311289 5774699.57090682, 5239683.353059532 5774585.721958207, 5239825.1963547 5774356.971503336, 5240028.577064379 5774336.201049121, 5240740.498603851 5774440.406123181, 5240984.85601809 5774446.315437909, 5241044.656848545 5774518.300495665, 5240991.323680505 5774591.615355054, 5241377.646841355 5774713.680014579, 5242162.905661359 5774204.036761366, 5242091.060062001 5773891.625699661, 5242128.151716334 5772924.180405142, 5242132.014502664 5772899.522480892, 5242190.857985497 5772523.913910091, 5242655.86176244 5771750.779337684, 5242627.341708898 5770952.227174428, 5242891.0798464855 5770023.02139196, 5242764.676564689 5770038.21150525, 5242423.09270719 5770206.1528252615, 5241961.740209546 5770216.813332735, 5241873.018575384 5770235.029064325, 5241749.709975433 5770260.335867707, 5241548.967537684 5770122.2618011, 5241398.830940452 5770056.090734066, 5240972.688797746 5769635.0820709895, 5239616.7728720885 5769685.228160307, 5239467.148344513 5769690.766175412, 5239463.753100044 5769423.10473256, 5239396.894613874 5769142.599463845, 5239674.636743403 5768930.393818263, 5239861.141418277 5768597.699378504, 5239747.32837089 5768237.187783159, 5240055.761284032 5767609.676149021, 5240066.993420653 5767074.1187749645, 5239927.832925212 5766794.759752642, 5239883.460976182 5766634.531102521, 5239795.028772696 5766315.506453069, 5239972.104686701 5766013.836382451, 5239934.333983474 5765887.363594288, 5239808.732202012 5765961.519147269, 5239673.033742735 5765963.263050145, 5239589.388277354 5765782.954905353, 5239520.136422131 5765312.171119227, 5239249.685719248 5765379.106742091, 5239166.975337589 5765271.200495733, 5239174.066389152 5765116.950433326, 5239006.786590338 5764765.314460023, 5239058.2495909305 5764546.9107534755, 5239272.606402402 5764335.630714168, 5239243.084473444 5764145.470179273, 5239395.425196595 5764043.785231448, 5239337.305290452 5763736.130171086, 5239394.590300414 5763254.770713096, 5239057.292243311 5763032.293730553, 5238944.1582448175 5762670.968437518, 5238430.340871163 5762060.801559319, 5238010.788842312 5761757.916679837, 5237554.067235486 5760531.3225133065, 5236569.335019928 5761392.709457617, 5234737.027333421 5761563.669599902, 5234507.709182385 5760641.425719726, 5233921.255840989 5760998.303158417))",,24.0,129.14918957631613,0.977570093457944,0.8792998228258728
308,309,,* Ð°Ð½ÐºÐ»Ð°Ð²,"POLYGON ((5227813.467075736 5735654.677329354, 5225084.425231142 5735438.135199617, 5225079.883395919 5741249.39891192, 5225074.629115952 5743413.678244573, 5230300.600534887 5745300.406163859, 5229505.612391386 5741822.606061098, 5227813.467075736 5735654.677329354))",,0.0,0.0,,
309,310,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ¸Ð¼Ð°Ð½,"POLYGON ((5211805.846751103 5729755.932956229, 5206592.710469457 5727327.009538902, 5200309.148228242 5728542.137333576, 5204940.78488583 5737098.346322484, 5205102.20927943 5738019.253019785, 5206004.899030273 5743571.924963151, 5209498.77256831 5742959.205352858, 5211090.496571315 5742684.560435203, 5211790.551453069 5742550.201183381, 5213439.827632814 5742263.824875675, 5214829.061482066 5742026.841764123, 5216540.787896148 5741864.4580426235, 5217391.402389197 5741790.439364946, 5219545.067181727 5741618.917525655, 5222006.875456722 5741397.762940983, 5225079.883395919 5741249.39891192, 5225084.425231142 5735438.135199617, 5223563.266653351 5735311.044114432, 5217216.397017721 5732288.274329817, 5211805.846751103 5729755.932956229))",,0.0,0.0,,
310,311,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ¸Ð¼Ð°Ð½,"POLYGON ((5228832.474562508 5735736.489881657, 5227813.467075736 5735654.677329354, 5229505.612391386 5741822.606061098, 5231402.785945181 5741529.887027192, 5238803.316825066 5742974.54078164, 5239801.2515322305 5743152.2645302145, 5240771.57900568 5743330.837624176, 5240806.010124181 5739062.899701552, 5240916.260947864 5738179.493237958, 5240829.298161656 5736718.059920097, 5240857.395201132 5736098.333280494, 5240848.055495854 5735102.434350283, 5240886.649963313 5730963.949634556, 5239565.944392594 5730949.766344594, 5238650.274789123 5730902.037349192, 5238649.985358446 5730901.7664340865, 5237375.956050216 5730835.47216202, 5236417.228067708 5730805.400860303, 5235024.476522546 5730715.888741229, 5229830.33134603 5730534.06254693, 5228453.810182626 5730479.595089031, 5228749.40795848 5730959.519346051, 5228804.7894051485 5732287.286132847, 5228860.894428508 5733739.001885702, 5228924.435593854 5734642.05607193, 5228832.474562508 5735736.489881657))",,0.0,0.0,,
311,312,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ¸Ð¼Ð°Ð½,"POLYGON ((5209832.141047389 5717298.360849805, 5216124.542056174 5713995.805221405, 5216021.638318884 5711892.180730078, 5215803.162686253 5711525.67283416, 5211317.198714316 5710973.76080057, 5206317.85151474 5712858.120669189, 5205574.560142765 5716186.6181153, 5204149.370097985 5718879.90482335, 5204733.073847959 5718807.620473447, 5208285.412382563 5718234.9524091715, 5209832.141047389 5717298.360849805))",,0.0,0.0,,
312,313,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ¸Ð¼Ð°Ð½,"POLYGON ((5214259.016633612 5704606.635070681, 5218925.585347411 5704351.313488937, 5219154.547276075 5704348.930161711, 5218298.4002043335 5701217.532878426, 5217807.013708074 5699781.735944328, 5217377.910466913 5698126.354622495, 5215892.708084648 5692727.692462483, 5212861.611933735 5692653.112161268, 5212112.888170608 5693301.727691928, 5210013.680872976 5695139.652960883, 5208709.8513370585 5696521.793534367, 5207899.590159421 5696593.51682356, 5206227.604803554 5696860.349018264, 5204420.332870525 5697151.765283788, 5204068.140265553 5697205.982203175, 5202808.727206464 5697411.009272695, 5201276.470075439 5697260.326461209, 5200154.41413604 5697139.9852528125, 5198523.505672274 5696962.794502016, 5197411.368299505 5696992.513913489, 5197613.980904697 5699798.394847499, 5198399.6627387665 5705932.902456373, 5199011.496924065 5708653.063141642, 5200099.444571486 5708773.034835632, 5202345.504541375 5708946.374285031, 5203508.35907415 5708811.775211293, 5205170.147564661 5708629.154837024, 5206532.1971942615 5708476.677314306, 5206598.4211593345 5706799.548593735, 5206655.672773451 5705124.101128008, 5208649.972582961 5704938.457568239, 5209254.359494325 5704912.557078506, 5212208.244446423 5704708.994554065, 5214259.016633612 5704606.635070681))",,0.0,0.0,,
313,314,,ÐÑÐ¾Ð¼ÑÑÐ»Ð¾Ð²ÑÐºÐ¸Ð¹ ÑÐµÐ»ÑÑÐ¾Ð²ÐµÑ,"POLYGON ((5194173.529590291 5708111.6288469825, 5197017.197114553 5708432.756258747, 5199011.496924065 5708653.063141642, 5198399.6627387665 5705932.902456373, 5197613.980904697 5699798.394847499, 5197411.368299505 5696992.513913489, 5196945.362647146 5696993.625218184, 5194642.563132799 5697017.391295908, 5193199.929323814 5697259.02460834, 5191792.427946121 5697492.757863582, 5191683.74672726 5696968.732026114, 5190295.414565883 5690871.303796661, 5187732.795360025 5690189.312531255, 5184952.74692475 5689459.8334062835, 5184991.018565685 5691572.434002613, 5182237.297189983 5691654.081671933, 5181147.935785029 5691746.64621492, 5179299.397716763 5691880.893476001, 5176836.96605262 5692091.62178628, 5175875.0988604715 5692228.651004058, 5174437.730463399 5692435.547518524, 5171531.557045056 5692861.954439281, 5170127.706946662 5693066.564615782, 5170407.786785497 5693995.462237462, 5170946.305954157 5695763.050961251, 5171249.673830468 5696732.075527684, 5171600.341358416 5697862.088543018, 5173069.925616124 5698112.207520304, 5175656.623227839 5698535.423552215, 5176858.985047898 5698732.287596835, 5180410.83377674 5699318.649913947, 5182209.255810251 5699605.318634836, 5182846.815929871 5699714.322491925, 5185665.39204091 5700172.521649715, 5186848.840679483 5700371.915173093, 5188812.917247243 5700691.303469948, 5189789.4118204815 5700847.380657187, 5190858.479682264 5701021.5035630595, 5192650.5342409015 5701313.071328924, 5193001.1906369 5702841.174055737, 5193666.202142949 5705797.999154949, 5194173.529590291 5708111.6288469825))",,0.0,0.0,,
314,315,,Ð³Ð¾ÑÐ¾Ð´ÑÐºÐ¾Ðµ Ð¿Ð¾ÑÐµÐ»ÐµÐ½Ð¸Ðµ ÐÐ¸Ð¼Ð°Ð½,"POLYGON ((5274439.335231873 5752642.89090857, 5274141.165975783 5751533.74176792, 5273883.342842925 5747940.927187058, 5273063.738749155 5747786.594882377, 5272466.707085385 5747773.755491761, 5271927.452679402 5747908.569093257, 5270804.00600027 5748133.258429084, 5269256.859430721 5748126.838733774, 5268544.273251386 5748081.900866605, 5268152.671837517 5747972.76604635, 5267350.209923852 5748088.320561917, 5266534.908619567 5748383.6265461445, 5265738.8664012095 5748467.082585167, 5265353.6846826505 5748409.305327382, 5264236.657698826 5748563.378014805, 5263498.392738254 5748396.465936764, 5262529.018746545 5748434.984108619, 5262073.220379584 5748441.403803929, 5261566.064450146 5748492.761366402, 5261097.426692566 5748582.637100737, 5259813.4876307 5748621.155272589, 5259640.155857349 5748524.85984295, 5259190.777185695 5748107.579647843, 5257746.345741097 5748203.875077484, 5257374.003413154 5748524.85984295, 5256045.126484124 5748723.870397541, 5255493.032687522 5748865.103694346, 5255152.788836129 5748858.683999035, 5254639.213211382 5749032.0157723855, 5254157.736063182 5749076.953639549, 5253945.886117974 5749076.953639549, 5253380.952930752 5749057.694553623, 5252090.594173579 5749153.989983261, 5251872.32453306 5748800.906741248, 5250559.496842305 5749526.332311205, 5247346.397562606 5752209.815236782, 5247390.802907485 5752209.4957494205, 5247658.637602332 5752342.515304981, 5247842.192310701 5752566.514061909, 5247957.530435112 5752746.027051422, 5248307.396462726 5752904.35997268, 5248480.3424236225 5753010.646381574, 5248535.790661986 5753105.03195036, 5248590.28155273 5753126.95101726, 5248641.432858749 5753234.949541075, 5248745.29394366 5753233.51168229, 5248746.774492888 5753342.166532836, 5248795.47677011 5753278.101389013, 5248781.639757404 5753251.117480306, 5248803.525169293 5753196.478910594, 5248753.130835811 5753147.304484905, 5248702.736502329 5753098.130331152, 5248664.3980697 5753096.420903148, 5248626.048505122 5753094.72745143, 5248602.426509175 5753022.612269081, 5248736.978377698 5752961.82444935, 5248800.886897361 5753015.263390999, 5248877.730741857 5753018.810022711, 5249007.651719563 5752944.426908045, 5248966.185209241 5752877.1535401335, 5248993.068866268 5752863.127003204, 5249110.755831934 5752888.655955952, 5249155.495135283 5752860.874452068, 5249144.786200269 5752738.710352548, 5249203.451571918 5752733.438499013, 5249232.272188084 5752859.804091092, 5249413.121832827 5752884.47035292, 5249503.802690027 5752914.967788075, 5249541.796032235 5753041.224128783, 5249627.823734721 5753067.1849423535, 5249687.301738651 5753120.688421204, 5250399.24554202 5753020.199919301, 5251547.717596584 5752615.66930087, 5251981.73002729 5752323.441644976, 5253283.57807627 5751446.24126043, 5253915.761464484 5751360.706273302, 5254580.216373079 5751347.672442731, 5255155.2038069265 5751200.931357029, 5255265.365575015 5751191.85894965, 5254908.987357189 5752155.470601601, 5254803.623459153 5752965.754477169, 5255204.329098213 5752935.224916491, 5256102.610597219 5752758.5357448775, 5256714.511574212 5752916.996693969, 5257693.944982007 5752980.436181818, 5258210.857037506 5753019.624789654, 5260264.378816118 5752957.910398984, 5261179.469558236 5752753.00827408, 5261582.746677533 5752761.8106930675, 5262199.757219153 5752656.501743668, 5268863.653093018 5751745.941964399, 5274439.335231873 5752642.89090857))",,0.0,0.0,1.0,1.0
